place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Navarino	Navarino	havneby på Peloponnes; navnet bruges ikke mere som geografisk betegnelse: nu Pylos (Pilos); se kort.	1842	1842	14	En Digters Bazar	374	1	v14:374 (1842)	high	se-kort+head-noun+located+place-type	
Naxos	Naxos(’s)	Naxos (Naksos); se kort.	1842	1842	14	En Digters Bazar	377	1	v14:377 (1842)	high	se-kort	
Negropont	Negropont	øen Euboia, hvis middelalderlige navn er Negropont (latin: den sorte bro); se kort.	1842	1842	14	En Digters Bazar	408	1	v14:408 (1842)	high	se-kort+head-noun+place-type	
Nepi	Nepi	lille by ca. 35 km nord for Rom; se kort.	1842	1842	14	En Digters Bazar	290	1	v14:290 (1842)	high	in-register+se-kort+head-noun+located+place-type	geo-3172322
Neuer Jungfernstieg	neue Jungfernstieg	Neuer Jungfernstieg, (tysk) nye jomfrutrappe. Gade i Hamburg, der blev anlagt 1827. Beliggende på vestsiden af den kunstige sø Binnen-Alster.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	74	1	v14:74 (1831)	medium	located+place-type	
Nicopoli	Nicopoli	Nikopolis el. Nikopol; se kort.	1842	1842	14	En Digters Bazar	514	1	v14:514 (1842)	high	se-kort	
Nonnebakke	Nonnebakken	Nonnebakke, bakke syd for Odense å, tæt ved Skt. Knuds Kirke; oprindelig lå her en ringborg eller trelleborg (Burgh), der i middelalderen tilhørte Skt. Knuds Kloster og deraf fik navnet Nundeborrig, dvs. nonneborg; jf. Levnedsbog s. 29.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	54	1	v14:54 (1829)	high	in-register+located+place-type	
Nubien	Nubien	region i den mellemste Nildal mellem Khartoum (i Sudan) og Aswan (i Egypten).	1842	1842	14	En Digters Bazar	417	1	v14:417 (1842)	high	head-noun+place-type	
ny Orsova	ny Orsova	by på Donaus højre, serbiske bred. Her tænkes formodentlig på øen Ada Kaleh, som også kaldtes Ny Orsova og lå mellem denne og Gamle Orsova på venstre bred og dermed til højre i skibets sejlretning. Både øen og det serbiske Orsova var på det tidspunkt under tyrkisk herredømme.	1842	1842	14	En Digters Bazar	526	1	v14:526 (1842)	high	head-noun+located+place-type	
Næsbyhoved … Vandmølle	Næsbyhoved … Vandmølle	Næsbyhoved vandmølle nedlagt 1863; søen er siden (1863) tørlagt.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	61	1	v14:61 (1829)	high	head-noun+place-type	
Nürnberg	Nürnberg	se kort. ¶ H.C. Andersen opholdt sig her 13.-15. november 1840.	1842	1842	14	En Digters Bazar	237	2	v14:237 (1842); v14:238 (1842)	high	in-register+se-kort	geo-2861650
O-Palanka	O-Palanka	østrig-ungarsk grænsepost lidt nordvest for Bazias; se kort.	1842	1842	14	En Digters Bazar	542	1	v14:542 (1842)	high	se-kort	
Obelisk	Obelisk	ægyptisk obelisk, ført til byen fra Luxor o. 390 e.Kr. af Theodosius den store, nu anbragt på pladsen foran Amedmoskeen (også kaldet Den Blå Moske).	1842	1842	14	En Digters Bazar	464	1	v14:464 (1842)	medium	located+place-type	
Odense Slot	Slottet	Odense Slot, opført 1720-1725 på stedet, hvor johanitterklostret lå.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	59	1	v14:59 (1829)	high	head-noun+place-type	
Oker	Ocker(-Floden)	Oker; 105 km lang biflod til Aller.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	93	1	v14:93 (1831)	medium	located+place-type	geo-2857520
Olymp	Olymp	bjerg i Lilleasien, ikke det nordgræske Olymp(os).	1842	1842	14	En Digters Bazar	477	1	v14:477 (1842)	high	head-noun+located+place-type	
Olympen	Olympen(s)	(Olimbos) Olympos, Grækenlands højeste bjerg, i antikkens mytologi regnet for gudernes tilholdssted; se kort.	1842	1842	14	En Digters Bazar	423	1	v14:423 (1842)	high	se-kort+place-type	
Orehovo	Oreava	Orehovo; se kort.	1842	1842	14	En Digters Bazar	516	1	v14:516 (1842)	high	se-kort	
Orsova	Orsova	Or¸sova; se kort.	1842	1842	14	En Digters Bazar	509	1	v14:509 (1842)	high	se-kort	
Otricoli	Atricoli	Otricoli, by ca. 12 km syd for Narni; se kort.	1842	1842	14	En Digters Bazar	291	1	v14:291 (1842)	high	se-kort	geo-3171783
Ottensen	Ottensen	den gang lille by ved Altona, nu del af byen.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	78	1	v14:78 (1831)	high	in-register+located+place-type	geo-2856075
Palais Royal	Palais Royal(s)	ved dette palads i Paris, bygget 1629-1634 af kardinal Richelieu, opførtes 1781-1786 en bygning med buegange og talrige butikker, teater og caféer.	1842	1842	14	En Digters Bazar	460	1	v14:460 (1842)	medium	located+place-type	
Palazzo degli Uffizi	Palazzo degli Uffizi	opført 1560-1581 som administrationsbygning på den anden side af Loggia dei Lanzi, senere indrettet til kunstsamling og omdannet til museum i 1700-tallet.	1842	1842	14	En Digters Bazar	272	1	v14:272 (1842)	high	in-register	place-000067
Palmaille	Palmaille	Palmaille, gade i Altona.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	77	1	v14:77 (1831)	medium	located+place-type	
Pancsova	Panscova	Pancsova, Pancˇevo; se kort.	1842	1842	14	En Digters Bazar	544	1	v14:544 (1842)	high	se-kort	
Pantheon	Pantheon	(af græsk pantheion) viet til alle guderne; antikt tempel på Marsmarken i Rom viet til alle guder og oprindelig tænkt som helligdom for kejser Augustus egl. Gajus Julius Caesar Octavian (63 f.Kr.14). Det nuværende kompleks er rejst i 120’erne, men grundlæggelsen fandt allerede sted i 27 f.Kr. I 609 indviet til kirke for Jomfru Maria og martyrer. Her brugt i betydningen helligdom.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	118	1	v14:118 (1831)	high	in-register	geo-6619450
Paoli	Paoli	paolo er en sølvmønt slået i Kirkestaten og opkaldt efter Paul 3., Alessandro Farnese (1468-1649, pave fra 1534). Der går 10 paoli på en scudo, som nogenlunde svarer til 2 rigsdaler.	1842	1842	14	En Digters Bazar	294	1	v14:294 (1842)	medium	located	
Parnas	Parnas	(Parnassos) bjergmassiv 110 km nordvest for Athen; se kort. På massivets sydskråning lå oraklet i Delfi; bjerget var helliget Apollon og de ni muser. Ordet bruges også i overført betydning om en udvalgt kreds af kunstnere.	1842	1842	14	En Digters Bazar	395	1	v14:395 (1842)	high	se-kort+located	
Parnes Bjergene	Parnes Bjergene	(Parnitha); se kort.	1842	1842	14	En Digters Bazar	382	1	v14:382 (1842)	high	se-kort	
Paros og Anti-Paros	Paros og Anti-Paros	Paros og Andiparos; se kort.	1842	1842	14	En Digters Bazar	377	1	v14:377 (1842)	high	se-kort	
Paros’s Marmorgrube	Paros’s Marmorgrube	nordsiden af øen Paros, hvor der har været brudt marmor siden oldtiden; se kort.	1842	1842	14	En Digters Bazar	391	1	v14:391 (1842)	high	se-kort+place-type	
Patras	Patras	græsk havneby på Peloponnes; se kort. ¶ (Patra); se kort.	1842	1842	14	En Digters Bazar	351	2	v14:351 (1842); v14:393 (1842)	high	se-kort+located+place-type	
Pebling-Søen	Pebling-Søen	sø i København, der blev dannet i middelalderen for at sikre vandstanden i voldgravene.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	94	1	v14:94 (1831)	high	head-noun+located+place-type	
Pederwardein	Pederwardein	Petrovaradin på modsat bred i forhold til Novi Sad; se kort.	1842	1842	14	En Digters Bazar	548	1	v14:548 (1842)	high	se-kort	
Peesin	Peesin	Pessin. Se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	180	1	v14:180 (1831)	high	se-kort	
Pelasger	Pelasger	folkestamme fra Thessalien (se kort).	1842	1842	14	En Digters Bazar	376	1	v14:376 (1842)	high	se-kort	
Pentelikon	Pentelikon	(Pendeli) bjerg nordøst for Athen; se kort.	1842	1842	14	En Digters Bazar	382	1	v14:382 (1842)	high	se-kort+head-noun+located+place-type	
Pera	Pera	bydel i Istanbul.	1842	1842	14	En Digters Bazar	442	2	v14:442 (1842); v14:512 (1842)	high	head-noun+located+place-type	
Pest	Pest	Pest på den venstre Donaubred blev først slået sammen med Buda på den højre i 1873, hvorved Budapest blev dannet; se kort.	1842	1842	14	En Digters Bazar	509	1	v14:509 (1842)	high	in-register+se-kort	geo-3046446
Peterskirken	St. Peter(s)	Peterskirken, bygget over apostlen Peters formodede grav. Den nuværende kirke blev påbegyndt i 1500-tallet og erstattede en tidligere kirkebygning fra 300-tallet.	1842	1842	14	En Digters Bazar	295	1	v14:295 (1842)	high	head-noun+place-type	
Pfaffenstein	Pfaffenstein	bjerg på 427 m.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	155	1	v14:155 (1831)	high	head-noun+place-type	
Pietramala	Pietra Mala	Pietramala, by mellem Bologna og Firenze; se kort.	1842	1842	14	En Digters Bazar	269	1	v14:269 (1842)	high	se-kort+located+place-type	
Pincio	Promenade	Pincio, et offentligt haveanlæg omkring Villa Medici tegnet af Valadier.	1842	1842	14	En Digters Bazar	297	1	v14:297 (1842)	medium	located	
Pirna	Pirna	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	156	2	v14:156 (1831); v14:165 (1831)	high	in-register+se-kort	geo-2853572
Piræus	Piræus	Athens forstad og havneby; se kort. ¶ (Pireas) Athens havneby; se kort.	1842	1842	14	En Digters Bazar	351	2	v14:351 (1842); v14:378 (1842)	high	se-kort	
Pisa	Pisa	by i Toscana vest for Firenze; se kort.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	202	1	v14:202 (1835)	high	in-register+se-kort+head-noun+located+place-type	geo-3170647
plauenscher Grund	plauenscher Grund	dal i nærheden af Dresden; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	167	1	v14:167 (1831)	high	in-register+se-kort+head-noun+place-type	place-000045
Plavisevita	Plavisovicza	Plavisevita, landsby ca. 20 km fra Orsova.	1842	1842	14	En Digters Bazar	536	1	v14:536 (1842)	medium	located+place-type	
Pompeii	Pompeii	antik, romersk by, der blev ødelagt under vulkanen Vesuvs udbrud 79 e.Kr.; se kort. Udgravningerne i midten af 1700-tallet gav inspiration til den nyklassicistiske pompejanske stil.	1842	1842	14	En Digters Bazar	245	1	v14:245 (1842)	high	in-register+se-kort+place-type	geo-3170336
Portici	Portici	østlig forstad til Napoli.	1842	1842	14	En Digters Bazar	347	1	v14:347 (1842)	high	in-register+located+place-type	geo-3170116
Portici … Sorrent	Portici … Sorrent	Portici og Sorrento på kysten syd for Napoli; se kort.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	195	1	v14:195 (1835)	high	se-kort+located+place-type	
Portile de Fier	Jern Port	Portile de Fier, Donaus gen-‚ nembrudsdal mellem De Transsylvanske Alper og De Østserbiske Bjerge; den er 117 km lang og 120 m på det smalleste sted.	1842	1842	14	En Digters Bazar	522	1	v14:522 (1842)	medium	located+place-type	
Posilip-Grotten	Posilip-Grotten	naturskabt grotte i bjergryg, der løber ud i odden mellem Napoli og Pozzuolibugten. Posillipo-grotten er formet som en 689 m lang tunnel.	1835	1835	14	Søndagsblad. Et æsthetisk Ugeskrift	195	1	v14:195 (1835)	medium	located	
Pressburg	Presburg	Pressburg; tysk navn for nuværende Bratislava; se kort.	1842	1842	14	En Digters Bazar	560	1	v14:560 (1842)	high	se-kort	
Preussen	Preussen	tidligere hertugdømme og kongerige i det nuværende Tyskland, Polen, Litauen og Hviderusland.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	90	1	v14:90 (1831)	high	head-noun+place-type	
Priwall	Priwall	ca. 3 km lang halvø ved Traves udmunding.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	69	1	v14:69 (1831)	high	in-register+located+place-type	geo-2851960
Propylæer	Propylæer	indgangsbygningen til Akropolis, opført under Perikles 437-432 f.Kr. og beliggende lige op til Niketemplet.	1842	1842	14	En Digters Bazar	390	1	v14:390 (1842)	medium	located	
prægtig Villa	prægtig Villa	San Anton Palace bygget i Attard (midtvejs mellem Valetta og Mdina) i slutningen af 1500-tallet som stormesterens sommerresidens, nu præsidentens residenspalads.	1842	1842	14	En Digters Bazar	366	1	v14:366 (1842)	medium	located	
Pöseldorf	Pöseldorf	den gang lille by ved Hamborg, nu forstad.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	77	1	v14:77 (1831)	medium	located+place-type	
Quai	Quai | Quai(en)	(fransk) kaj.	1842	1842	14	En Digters Bazar	233	2	v14:233 (1842); v14:512 (1842)	high	head-noun+place-type	
Quedlinburg	Qvedlingburg	Quedlinburg; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	101	1	v14:101 (1831)	high	se-kort	
Radujevac	Radejevacz | Radeciwecz	Radujevac; se kort.	1842	1842	14	En Digters Bazar	516	2	v14:516 (1842); v14:521 (1842)	high	se-kort	geo-786557
Ravenna	Ravenna	se kort.	1842	1842	14	En Digters Bazar	274	1	v14:274 (1842)	high	se-kort	
Reggio	Reggio	se kort.	1842	1842	14	En Digters Bazar	357	1	v14:357 (1842)	high	se-kort	
Rest af Tibers prægtige Sale	Rest af Tibers prægtige Sale	ruinerne af kejser Tiberius’ villaer på Capri, bygget 27-37 e.Kr.	1842	1842	14	En Digters Bazar	354	1	v14:354 (1842)	high	head-noun+place-type	
Rhinen	Rhinen(s)	Europas tredjestørste flod, der løber fra Schweiz igennem Tyskland og Holland.	1842	1842	14	En Digters Bazar	536	1	v14:536 (1842)	medium	located+place-type	
Roccà	Roccà	evt. fæstningen La Rocca ved Narni; se kort.	1842	1842	14	En Digters Bazar	291	1	v14:291 (1842)	high	se-kort+place-type	
Roeskilde-Dom	Roeskilde-Dom	Roskilde Domkirke.	1842	1842	14	En Digters Bazar	398	1	v14:398 (1842)	high	head-noun+place-type	
Roms Campagne	Roms Campagne	flodsletten omkring Rom og Tiberens nedre løb. Den blev afvandet i antikken og brugt som kornkammer, men dræningssystemerne brød senere sammen, og området forsumpede.	1842	1842	14	En Digters Bazar	295	1	v14:295 (1842)	medium	located	
Rosenborg Slot	Rosenborg Slot	slot i København, opført 1606-1634 for Christian 4. (1577-1648, konge af Danmark og Norge fra 1596).	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	148	1	v14:148 (1831)	high	head-noun+located+place-type	
Roßtrappe	Roßtrappe	(tysk) hestespor; klippeparti, der har fået sit navn efter en fordybning i klippen, der ligner en meget stor hestesko.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	118	1	v14:118 (1831)	high	in-register+place-type	geo-2844612
Ruin	Ruin	Visegrád slot og fæstning, mellem Szentendre og Esztergom (se kort). Det blev bygget i 1200-tallet, udbygget og renoveret flere gange og endelig ødelagt 1685, da tyrkiske tropper forlod det.	1842	1842	14	En Digters Bazar	559	1	v14:559 (1842)	high	se-kort+located+place-type	
Ruinerne … Fort	Ruinerne … Fort	et slot med fæstningsværker blev bygget i 300-tallet på Kadifekale-bjerget, men de eksisterende ruiner er fra middelaladeren.	1842	1842	14	En Digters Bazar	441	1	v14:441 (1842)	high	head-noun+located+place-type	
Rumelien	Rumelien	tyrkisk provins nord for Grækenland, mellem Albanien og Sortehavet.	1842	1842	14	En Digters Bazar	486	1	v14:486 (1842)	medium	located+place-type	
Rustzuk	Rustzuk	Rustjuk el. Ruse; se kort.	1842	1842	14	En Digters Bazar	509	1	v14:509 (1842)	high	se-kort	
Rübeland	Rübeland	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	112	2	v14:112 (1831); v14:167 (1831)	high	in-register+se-kort	geo-2843574
Sabiner- og Albaner-Bjerge	Sabiner- og Albaner-Bjerge	Monti Sabini strækker sig fra Terni til Tivoli; se kort. Colli Albani ligger ca. 20 km sydøst for Rom.	1842	1842	14	En Digters Bazar	297	1	v14:297 (1842)	high	se-kort	
Salamisbugten	Salamisbugten	(øen hedder nu: Salamina); se kort.	1842	1842	14	En Digters Bazar	392	1	v14:392 (1842)	high	se-kort	
Sanct Albani Kirke	Sanct Albani Kirke	kirken var oprindeligt viet Vor Frue, men blev omdøbt, da Knud den Hellige hjembragte relikvier fra den engelske martyr Skt. Albanus (d. o. 300). Kirken blev nedrevet efter reformationen, og den nuværende Skt. Albani er en romersk-katolsk kirke, indviet 1908.	1842	1842	14	En Digters Bazar	329	1	v14:329 (1842)	high	head-noun+place-type	
Sankt Petersborg	Petersburg	Sankt Petersborg, Ruslands næststørste by og på H.C. Andersens tid Ruslands hovedstad. Har ændret navn flere gange. I 1914 ændredes navnet til Petrograd, i 1924 til Leningrad og først i 1991 fik byen sit oprindelige navn igen.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	147	1	v14:147 (1831)	medium	located+place-type	
Sanssouci	den verdensberømte Mølle ved Sanssouçi	Sanssouci; slot i Potsdam (se kort), opført 1745-1747 som sommerresidens for Frederik 2. den Store. I nærheden af slottet blev i 1736 opført en mølle, der dog forfaldt med årene, således at der i 1790 kunne opføres en ny og stærkere mølle sammesteds. Møllen blev kendt for den fortælling, som opstod kort efter Frederik 2. den Stores død og som berettede, at Frederik skulle have været så irriteret over larmen fra møllen, at han forsøgte at købe den for at rive den ned. Da mølleren ikke ville sælge, truede Frederik ham med sin kongelige magt. Mølleren afviste dog Frederik med, at loven var på hans side, og dermed blev møllen stående.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	172	1	v14:172 (1831)	high	se-kort+head-noun+located+place-type	geo-6295638
Sant’ Agata	Santa Agatha	Sant’ Agata, lille by midtvejs mellem Formia og Capua.	1842	1842	14	En Digters Bazar	341	1	v14:341 (1842)	medium	located+place-type	
Sava	Sava	flod, der flyder gennem Slovenien, Kroatien, Bosnien og Nordserbien.	1842	1842	14	En Digters Bazar	544	1	v14:544 (1842)	high	in-register+head-noun+located+place-type	geo-786058
Schandau	Schandau	Bad Schandau. Mindre by med kurbadested; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	158	1	v14:158 (1831)	high	se-kort	
Schneiderloch	Sneiderloch	Schneiderloch, (tysk) skrædderhul.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	159	1	v14:159 (1831)	high	in-register	
Scilla	forfalden By	Scilla; se kort.	1842	1842	14	En Digters Bazar	356	1	v14:356 (1842)	high	se-kort	
Scutari	Scutari	nuværende Üsküdar, bydel på Bosporusstrædets østbred, i Istanbuls asiatiske del. ¶ se kort.	1842	1842	14	En Digters Bazar	454	2	v14:454 (1842); v14:466 (1842)	high	located+place-type+se-kort	
Seefeld	Seefeldt	Seefeld; se kort.	1842	1842	14	En Digters Bazar	253	1	v14:253 (1842)	high	se-kort	
Serail	Serail	(her) palads.	1842	1842	14	En Digters Bazar	518	1	v14:518 (1842)	high	head-noun+place-type	
Siena	Siena	se kort.	1842	1842	14	En Digters Bazar	281	1	v14:281 (1842)	high	se-kort	
Sifnos	Siphanto, Serpho og Thermia	Sifnos, Serifos og det nu brugte: Kithnos; se kort.	1842	1842	14	En Digters Bazar	377	1	v14:377 (1842)	high	se-kort	
Silistra	Silistria	Silistra, grænseby ved Donau i det nuværende Bulgarien; se kort.	1842	1842	14	En Digters Bazar	498	1	v14:498 (1842)	high	se-kort+located+place-type	geo-727221
Silistria	Silistria	Silistra blev en vigtig tyrkisk befæstning og handelscenter i 1400-tallet; se kort.	1842	1842	14	En Digters Bazar	510	1	v14:510 (1842)	high	se-kort	
Siracusa	Syracusa	Siracusa; se kort.	1842	1842	14	En Digters Bazar	359	1	v14:359 (1842)	high	se-kort	geo-2523083
Sirok	Sirok	scirocco (italiensk), varm ørkenvind fra Sahara, der oftest i sensommeren kan blæse op over middelhavsegnene. Her brugt spøgende om den tyske blæst.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	171	1	v14:171 (1831)	medium	located	
Sletten ved Marathon	Sletten ved Marathon	Marathonas ca. 40 km øst for Athen, hvor Athen besejrede perserhæren 490 f.Kr.; se kort.	1842	1842	14	En Digters Bazar	420	1	v14:420 (1842)	high	se-kort	
Slotsruinen	Slotsruinen	slottet er udbygget utallige gange siden 900-tallet; det brændte 1811 og blev først rekonstrueret 1953-68.	1842	1842	14	En Digters Bazar	561	1	v14:561 (1842)	high	head-noun+place-type	
Slottet i Pillnitz	Slottet i Pillnitz	slot ved Dresden, bygget som sommererresidens for kurfyrster og konger af Sachsen. Slottet blev 1720-1723 udvidet med to kinesisk inspirerede barokpavillioner og 1788-1826 med Neues Palais i japansk stil.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	149	1	v14:149 (1831)	high	head-noun+located+place-type	
Smyrna	Smyrna	det græske navn for Izmir; se kort. ¶ (Smirni) nu Izmir på den tyrkiske Ægæerhavskyst; se kort.	1842	1842	14	En Digters Bazar	351	3	v14:351 (1842); v14:395 (1842); v14:438 (1842)	high	se-kort	
som Ægyptens … Skuet af	som Ægyptens … Skuet af	Moses skuede ind i det forjættede land fra Nebo bjerg i Jordan, 5. Mosebog 34,1-5.	1842	1842	14	En Digters Bazar	441	1	v14:441 (1842)	medium	located+place-type	
Sorrento	Sorrento	se kort.	1842	1842	14	En Digters Bazar	354	1	v14:354 (1842)	high	se-kort	
Spandau	Spandau	borganlæg ved Berlin, hvis ældste dele stammer fra midten af det 11. århundrede. I dag også navnet på vestlig forstad til Berlin.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	179	1	v14:179 (1831)	high	in-register+located	geo-7290252
Sparta	Sparta	græsk bystat, rivaliserede med Athen. Erobrede ca. 700 f.Kr. Lakedaimon og Messenien. Spartas magtposition ophørte med to nederlag til Theben i 371 og 362 f.Kr.	1842	1842	14	En Digters Bazar	376	1	v14:376 (1842)	high	in-register	geo-253394
Spitsbergen	Spitsbergen	øgruppe beliggende i Hvidehavet nord for Norge.	1842	1842	14	En Digters Bazar	498	1	v14:498 (1842)	high	head-noun+located+place-type	
Spoleto	Spoleto	se kort.	1842	1842	14	En Digters Bazar	289	1	v14:289 (1842)	high	in-register+se-kort	geo-3166236
St. Gallen	St. Gallen	by i Schweiz; se kort.	1842	1842	14	En Digters Bazar	243	1	v14:243 (1842)	high	se-kort+head-noun+located+place-type	
St. Hans’s Kirke	St. Hans’s Kirke	tidligere klosterkirke for johannitterordenen, bygget i 1400-tallet.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	59	1	v14:59 (1829)	high	head-noun+place-type	
St. Knuds Kloster	St. Knuds Kloster	benediktinerkloster, stiftet af Erik Ejegod ca. 1100, lå syd for St. Knuds Kirke.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	54	1	v14:54 (1829)	high	head-noun+place-type	
Stadt Hamburg …	Stadt Hamburg …	(tysk) Hamborg på Elbens enge, / Hvor er du statelig at skue. Citat fra den afsluttende sang i Georg Nikolaus Bärmanns (1785-1850) skuespil Bürgertreue. Ein vaterstädtisches Schauspiel in drei Akten, 1828 (borgertroskab).	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	80	1	v14:80 (1831)	high	head-noun+place-type	
Stamsæde	Stamsæde(t)	gods, hvorfra en (adelig) slægt stammer, eller som har været i dens eje i mange generationer.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	55	1	v14:55 (1829)	high	head-noun+place-type	
Steinach	Steinach	se kort.	1842	1842	14	En Digters Bazar	256	1	v14:256 (1842)	high	se-kort	
Stephan Dussan	Stephan Dussan	under Stefan Dusˇan (1308-1355, konge af Serbien 1331-1346 og kejser af serbere og grækere fra 1346) havde landet sin storhedstid. Beograd (se kort) er dog kendt helt fra oldtiden og kom under serbisk herredømme 1284.	1842	1842	14	En Digters Bazar	522	1	v14:522 (1842)	high	se-kort	
Stephans Taarnet	Stephans Taarnet	tårnet på Wiens domkirke St. Stephan, påbegyndt i 1100-tallet og ombygget i gotisk stil i 1300- og 1400-tallet.	1842	1842	14	En Digters Bazar	563	1	v14:563 (1842)	high	head-noun+located+place-type	
Stige	Stige	landsby i Lumby sogn nord for Odense ved Odense Kanal, der fungerede som byens ladeplads og udskibningssted; jf. Levnedsbog s. 26.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	52	1	v14:52 (1829)	high	head-noun+located+place-type	
Stromboli	Stromboli	vulkanø i øgruppen de Lipariske Øer nord for Sicilien; se kort.	1842	1842	14	En Digters Bazar	354	1	v14:354 (1842)	high	in-register+se-kort+located+place-type	geo-10376243
Stævns Klint … Kirke	Stævns Klint … Kirke	der tænkes på Højerup Kirke fra 1200 i Stevns Herred, som længe var truet af nedstyrtning på grund af havets udhuling af klinten. Et sagn fortæller dog, at dette ikke vil ske, da kirken »hver Julenat hopper ... et Hanefjed længer ind i Landet«, Thiele 1, 1, 83.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	68	1	v14:68 (1831)	medium	located+place-type	
Stör	Flod	Stör, en biflod til Elben.	1842	1842	14	En Digters Bazar	222	1	v14:222 (1842)	medium	located+place-type	
Støren	Støren	floden Stör.	1842	1842	14	En Digters Bazar	223	1	v14:223 (1842)	high	head-noun+place-type	
Sumen	Schumla	Sumen, nu Kolarovgrad (se kort). Tyrkernes hovedkvarter,ˇ hvorfra de standsede den russiske fremrykning flere gange, således i 1828; i 1829 lykkedes det imidlertid Diebitsch at gå udenom.	1842	1842	14	En Digters Bazar	518	1	v14:518 (1842)	high	se-kort	
Suniums Ruiner	Suniums Ruiner	på Kabo Kolones, i dag Sunio, Attikas sydøstligste forbjerg (se kort), ligger ruiner af bygninger fra 500-tallet f.Kr. og af en Poseidon-helligdom fra 400-tallet f.Kr. samt af en Athena- og en Frontis-helligdom.	1842	1842	14	En Digters Bazar	432	1	v14:432 (1842)	high	se-kort+place-type	
Svisjtov	Sistowa	Svisjtov; se kort.	1842	1842	14	En Digters Bazar	514	1	v14:514 (1842)	high	se-kort	
Syra	Syra | Syra(s)	Siros (Syros), en del af øgruppen Kykladerne i det Ægæiske Hav; se kort. ¶ Syros (Siros); se kort. ¶ Syros (Siros), en del af øgruppen Kykladerne i det Ægæiske Hav; se kort.	1842	1842	14	En Digters Bazar	351	3	v14:351 (1842); v14:378 (1842); v14:438 (1842)	high	se-kort+place-type	
Søen	Søen	havet.	1842	1842	14	En Digters Bazar	432	1	v14:432 (1842)	high	head-noun+place-type	
Taormina	Taormina	se kort.	1842	1842	14	En Digters Bazar	358	1	v14:358 (1842)	high	in-register+se-kort	geo-2522975
Tatra, Fatra, Matra	Tatra, Fatra, Matra	bjergkæder i Ungarn og nuværende Slovakiet.	1842	1842	14	En Digters Bazar	555	1	v14:555 (1842)	medium	located	
