place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Marie Bunkeflod	Madam Bunkeflod	Marie Bunkeflod, som var enke efter digterpræsten Hans Christian Bunkeflod, boede sammen med sin svigerinde i de såkaldte Eilschous Boliger, en stiftelse for borgerskabets enlige, trængende kvinder. Stiftelsen lå i Munkemøllestræde over for H.C. Andersens barndomshjem. ¶ Marie Bunkeflod, f. Petersen, enke efter sognepræsten ved St. Hans Kirke, digteren Hans Christian Bunkeflod. Hun boede sammen med sin mands søster Anna Margrethe Bunkeflod. ¶ Marie Bunkeflod, som var enke efter digterpræsten Hans Christian Bunkeflod, boede sammen med sin svigerinde i de såkaldte Eilschous Boliger, en stiftelse oprettet 1776-1781 for borgerskabets enlige, trængende kvinder; stiftelsen lå i Munkemøllestræde over for H.C. Andersens barndomshjem.	1832	1832 1846 1855	16 17	Levnedsbog	63	3	v16:63 (1832); v16:187 (1846); v17:25 (1855)	high	head-noun+place-type+located	
Mariehøi	Mariehøi	landstedet Mariehøj (Tolderlund) ved kanalen nord for Odense, hvor H.C. Andersen tilbragte tre uger hos Kirstine Marie Iversen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	86	1	v17:86 (1855)	medium	located+place-type+split-ellipsis	
Marienlyst	Marienlyst	slot nord for Helsingør, nu bymuseum. ¶ Marienlyst Slot. Tidligere lystslot beliggende i Helsingør. Opført ca. 1588 for Frederik 2., udbygget 1759-1763. Indtil 1766, hvor enkedronning (efter Frederik 5.) Juliane Marie overtog slottet, hed det Lundehave. I 1851 overtog Helsingør Kommune slottet, der siden 1930 har været museum.	1826	1826 1832	14 16	Nyeste Skilderie af Kjøbenhavn	49	2	v14:49 (1826); v16:129 (1832)	high	head-noun+located+place-type	
Mariestad	Mariestad(s)	se kort 2.	1851	1851	15	I Sverrig	24	1	v15:24 (1851)	high	se-kort	
Marmorhavet	Marmorhavet	Marmarahavet.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	219	1	v17:219 (1855)	high	head-noun+place-type	
Marmorkirken	Marmorkirken	Frederikskirken henlå af økonomiske grunde ufuldført, indtil C.F. Tietgen tog initiativ til kirkens fuldførelse i 1874.	1836	1836	4	O. T.	530	1	v4:530 (1836)	high	head-noun+place-type	
Marmorøen	Marmorøen	se kort; der har været marmorbrud på øen siden antikken, hvilket har givet havet dets navn (af græsk, marmaros).	1842	1842	14	En Digters Bazar	452	1	v14:452 (1842)	high	se-kort+place-type	
Marnäs	Marnäs	se kort 2.	1851	1851	15	I Sverrig	93	1	v15:93 (1851)	high	se-kort	
Maruzzé	Maruzzé	(Marusi) i dag del af Athen; se kort.	1842	1842	14	En Digters Bazar	404	1	v14:404 (1842)	high	se-kort	
Masanasa	Masanasa	uvis betydning; muligvis Massanassa, navn på landsby ca. 6 km syd for Valencia.	1863	1863	15	I Spanien	224	1	v15:224 (1863)	medium	located+place-type	
Maxen	Maxen	godset Maxen ved Dresden tilhørte major Friedrich Anton Serre og dennes familie, som H.C. Andersen fra 1844 jævnligt besøgte.	1863	1863	3	Bemærkninger	373	1	v3:373 (1863)	high	head-noun+place-type	
Mecca	Mecca	by i Saudi-Arabien, Muhammeds fødeby og islams helligste sted.	1842	1842	14	En Digters Bazar	450	1	v14:450 (1842)	high	head-noun+located+place-type	
Mecklenburg	Mechlenburg(s)	Mecklenburg; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	183	1	v14:183 (1831)	high	se-kort	
Mediatstadt	Mediatstadt	(tysk) mediatby; by, der ikke var direkte underlagt kejseren, men en mediat, dvs. en fyrste, der igen var underlagt en højerestående fyrste.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	128	1	v14:128 (1831)	high	head-noun+place-type	
Medina	Medina	arabisk by hvortil Muhammed og hans menighed udvandrede 622 og dermed skabte den første islamiske stat.	1842	1842	14	En Digters Bazar	469	1	v14:469 (1842)	medium	located+place-type	
Medinya	Medina	Medinya, ca. 7 km nord for Gerona, se kort.	1863	1863	15	I Spanien	225	1	v15:225 (1863)	high	se-kort	
Mehadia	Mehadia	se kort. H.C. Andersen opgav dog turen pga. maveonde og nåede aldrig dertil, jf. Dagbøger II, s. 225.	1842	1842	14	En Digters Bazar	533	1	v14:533 (1842)	high	se-kort	
Meisling	Meisling	Meisling blev 16. juli 1823 i Klosterkirken i Slagelse indsat i rektorembedet af biskop Friederich Christian Carl Heinrich Münter.	1832	1832	16	Levnedsbog	102	1	v16:102 (1832)	medium	located+place-type+split-ellipsis	
Meissen	Meissen	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	140	1	v14:140 (1831)	high	se-kort	
Mel	Mel	»Fin ch’han dal vino«, arie fra I,15 af W.A. Mozarts opera Don Giovanni, 1787; libretto af L. da Ponte; dansk Don Juan, oversat af Laurids Kruse, opført på Det Kongelige Teater 1807. Trykte noder: Rung bd. 1, s. 63; klaverpartitur til Don Giovanni findes. E-noder: Don Juan.	1836	1836	11	Skilles og mødes	176	1	v11:176 (1836)	medium	located+place-type+split-ellipsis	
Mem	Mem	by ved Göta kanals udmunding i Slätbaken, som fører ud i Østersøen (se kort 2). Her blev kanalen indviet i 1832.	1851	1851	15	I Sverrig	51	1	v15:51 (1851)	high	se-kort+head-noun+located+place-type	
Merseburg	Merseburg	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	131	1	v14:131 (1831)	high	in-register+se-kort	geo-2871736
Mietau	Mietau	byen Mitau i Kurland, område i Letland.	1837	1837	5	Kun en Spillemand	154	1	v5:154 (1837)	high	head-noun+place-type	
Milan	Milan	(1819-1839), serbisk fyrste i 25 dage i 1839.	1842	1842	14	En Digters Bazar	524	1	v14:524 (1842)	high	in-register	geo-3173435
Milos	Melos	Milos; se kort.	1842	1842	14	En Digters Bazar	377	1	v14:377 (1842)	high	se-kort	
Minaret	Minaret(en) | Minaret(er) | Minaret(erne)	tårn ved den muslimske moske, hvorfra der kaldes til bøn. ¶ tårn ved en moske, hvorfra der kaldes til bøn.	1840	1840 1842 1855	11 14 17	Maurerpigen	484	3	v11:484 (1840); v14:441 (1842); v17:343 (1855)	high	head-noun+place-type	
Minturna	Minturna	oldtidsby i Latium, dvs. slettelandet sydvest for Tiberen; kontrollerede broen over Liris på den romerske Via Appia.	1835	1835	4	Improvisatoren	210	1	v4:210 (1835)	high	head-noun+located+place-type	
Mitilini	Mytilene	Mitilini, hovedstad på Lesbos; se kort.	1842	1842	14	En Digters Bazar	444	1	v14:444 (1842)	high	se-kort	
Modena	Modena	se kort.	1842	1842	14	En Digters Bazar	265	1	v14:265 (1842)	high	in-register+se-kort	geo-3173331
Mohács	Mohács	se kort.	1842	1842	14	En Digters Bazar	548	1	v14:548 (1842)	high	in-register+se-kort	geo-3047967
Mola di Gaeta	Mola di Gaeta	befæstet forstad til Gaeta mellem Terracina og Napoli. ¶ i Mola di Gaeta, nuværende Formia (se kort), findes resterne af en villa, der har tilhørt den romerske politiker, advokat og forfatter Marcus Tullius Cicero (106-43 f.Kr.). Cicero blev likvideret i nærheden af byen.	1835	1835 1842	4 14	Improvisatoren	200	2	v4:200 (1835); v14:340 (1842)	high	in-register+located+place-type+se-kort+split-ellipsis	place-000077
Moldava Veche	Moldava	Moldava Veche, syd for Moldava Noua; se kort.	1842	1842	14	En Digters Bazar	542	1	v14:542 (1842)	high	se-kort	
Mondegoflod	Mondegoflod	se kort.	1868	1868	15	Et Besøg i Portugal 1866	461	1	v15:461 (1868)	high	se-kort	
Mont Serrat	Mont Serrat	bjerg nordvest for Barcelona, hvis navn kan betyde savtakket bjerg (latin) el. helligt bjerg (catalansk). Bjerget er pilgrimsmål især pga. benediktinerklosterets sorte Madonnastatue, som ifølge traditionen er skåret af sankt Lukas.	1863	1863	15	I Spanien	240	1	v15:240 (1863)	high	head-noun+located+place-type	
Monte Arrabida	Monte Arrabida	se kort.	1868	1868	15	Et Besøg i Portugal 1866	445	1	v15:445 (1868)	high	se-kort	
Monte Cavo	Monte Cavo	Monte Cavo, det højeste bjerg i Albanerbjergene. ¶ Monte Cavo; det højeste bjerg i Albanerbjergene.	1835	1835	4 8	Improvisatoren	80	2	v4:80 (1835); v8:124 ()	high	located+place-type+head-noun	
Monte Paderno	Paderno	Monte Paderno, bjerg lige syd for Bologna.	1842	1842	14	En Digters Bazar	265	1	v14:265 (1842)	high	in-register+located+place-type	
Montefiascone	Montefiascone	vinby 80 km nord for Rom, berømt for hvidvinen Est!Est!Est!	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	154	1	v17:154 (1855)	high	head-noun+located+place-type	
Mora	Mora	se kort 2.	1851	1851	15	I Sverrig	94	1	v15:94 (1851)	high	se-kort	
Morgana	Morgana	ifølge en legende boede feen Morgana i et krystalslot under vandet ved Messinastrædet; hun har givet navn til de optiske bedrag eller luftspejlinger, som går under navnet fata Morgana, og som hun havde magiske kræfter til at skabe.	1842	1842	11	Fuglen i Pæretræet	541	1	v11:541 (1842)	medium	located+place-type+split-ellipsis	
Morias	Moreas	Morias, ældre navn for Peloponnes (Peloponnisos); se kort.	1842	1842	14	En Digters Bazar	375	1	v14:375 (1842)	high	se-kort	
Motala	Motala	se kort 1-2.	1851	1851	15	I Sverrig	18	1	v15:18 (1851)	high	se-kort	
Munke-Mose	Munke-Mose	hørte til Skt. Knuds Kloster og lå syd for åen.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	54	1	v14:54 (1829)	high	in-register+place-type	place-000006
Munkemølleport	Munkemølleport	lidt nord for Odense Å, i Munkemøllestræde, hvor H.C. Andersen voksede op.	1836	1836	11	Skilles og mødes	172	1	v11:172 (1836)	medium	located+place-type	
Museet	Museet	Pradomuseet.	1863	1863	15	I Spanien	388	1	v15:388 (1863)	high	in-register	place-000050
Mycone	Mycone(s)	Mykonos (Mikonos); se kort.	1842	1842	14	En Digters Bazar	377	1	v14:377 (1842)	high	se-kort	
Málaga	Malaga	Málaga, se kort.	1863	1863	15	I Spanien	256	1	v15:256 (1863)	high	se-kort	
Mägdesprung	Mägdesprung	(tysk) pigespring.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	123	1	v14:123 (1831)	high	in-register	geo-2874537
Mälaran	Mälaran(s)	Sveriges tredjestørste sø; se kort.	1851	1851	15	I Sverrig	55	1	v15:55 (1851)	high	se-kort	
Møllen	Møllen	byen Möln i Lauenburg, Nordtyskland.	1829	1829	10	Kjærlighed paa Nicolai TaarnSankt Nicolai Kirke på Nicolai Plads er første gang nævnt 1261, men er formentlig betydelig ældre. Tårnet opførtes 1582-1591.Ved branden 1795 blev kirken ødelagt og lå hen som ruin; tårnet blev siden indrettet til brug for brandvæsenet, der ejede det 1808-1882. Fra 1820 anvendtes det til brandvagt og signalstation. Den nuværende kirkebygning er opført 1914-1917. Tårnet blev istandsat og fik nyt spir 1908-1910. Om helgenen Sankt Nicolai: se note til s. 87.Nicolai Taarn eller Hvad siger Parterretstå- og siddepladser på teatrets gulv; blev benyttet af bl.a. borgere og studenter og var billigere end logerne, hvor det fine publikum sad. Ofte gav tilskuerne i parterret deres bifald eller mishag stærkt til kende.Parterret	91	1	v10:91 (1829)	high	head-noun+place-type	
Møntergaden	Møntergaden	sidegade til Gothersgade. ¶ sidegade til Gothersgade i København.	1846	1846 1855	12 17	Hr. Rasmussen	172	2	v12:172 (1846); v17:132 (1855)	high	head-noun+located+place-type	
Mühlsdorf	Mühlsdorf	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	152	1	v14:152 (1831)	high	in-register+se-kort	geo-2867920
Münchberg	Münchberg	se kort.	1842	1842	14	En Digters Bazar	238	1	v14:238 (1842)	high	in-register+se-kort	geo-2867726
Münsterdorph	Münsterdorph(s)	mindre by 2 km vest for Breitenburg.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	207	1	v17:207 (1855)	high	head-noun+located+place-type	
Nafpaktos-bugten	Lepanto-Bugten	Nafpaktos-bugten, nord for Pátra (se kort).	1842	1842	14	En Digters Bazar	423	1	v14:423 (1842)	high	se-kort+located+place-type	
Nankin	Nankin	den kinesiske by Nanking eller Nanjing.	1850	1850	13	Ole Lukøie	67	1	v13:67 (1850)	high	head-noun+place-type	
Navarino	Navarino	havneby på Peloponnes; navnet bruges ikke mere som geografisk betegnelse: nu Pylos (Pilos); se kort.	1842	1842	14	En Digters Bazar	374	1	v14:374 (1842)	high	se-kort+head-noun+located+place-type	
Naxos	Naxos(’s)	Naxos (Naksos); se kort.	1842	1842	14	En Digters Bazar	377	1	v14:377 (1842)	high	se-kort	
Nebobjerget	Bjerget	Nebobjerget, jf. 5. Mosebog 34,1-4.			12	AhasverusDen evige Jøde, Jerusalems Skomager, skikkelse fra et middelalderligt sagn, ofte behandlet i dansk litteratur på H.C. Andersens tid. If. sagnet slog Ahasverus Jesus, da denne var på vej til korsfæstelsen på Golgathabjerget; derfor må han vandre fredløs om i verden til evig tid uden at kunne dø. En dansk bearbejdelse, 1607, af en tysk folkebog om Ahasverus fra 1602 er gået tabt; en dansk udgave fra 1631 er bevaret. En almuevise om Ahasverus stammer formentlig fra 1700-tallets første del.Ahasverus	269	1	v12:269 ()	high	head-noun+place-type	
Negropont	Negropont	øen Euboia, hvis middelalderlige navn er Negropont (latin: den sorte bro); se kort.	1842	1842	14	En Digters Bazar	408	1	v14:408 (1842)	high	se-kort+head-noun+place-type	
Nepi	Nepi	lille by ved monte Soracte. ¶ lille by ca. 35 km nord for Rom; se kort. ¶ lille by ved bjerget monte Soracte, ca. 40 km nord for Rom.	1835	1835 1842 1855	4 14 17	Improvisatoren	308	3	v4:308 (1835); v14:290 (1842); v17:134 (1855)	high	in-register+head-noun+place-type+se-kort+located	geo-3172322
Neuer Jungfernstieg	Neuer Jungfernstieg	Neuer Jungfernstieg, (tysk) nye jomfrutrappe. Gade i Hamburg, der blev anlagt 1827. Beliggende på vestsiden af den kunstige sø Binnen-Alster.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	74	1	v14:74 (1831)	medium	located+place-type	
Niagara Falls	Niagara	Niagara Falls, ca. 50 m høje vandfald i Nordamerika.	1863	1863	15	I Spanien	413	1	v15:413 (1863)	medium	located+place-type	
Nicolai	Nicolai	den daværende Nikolaj Kirke på Nikolaj Plads i København.	1830	1830	7	Digte	133	1	v7:133 (1830)	medium	located+place-type	
Nicolai Gottlieb Blædel	Blædel	Nicolai Gottlieb Blædel, fra 1859 sognepræst ved Garnisons Kirke i København. Talerne er trykt i »Ved Geheimeconferentsraad Jonas Collin’s Jordefærd den 2. September 1861«.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	242	1	v18:242 (1869)	medium	located+place-type	
Nicolai Kirke	Nicolai Kirke	Københavns vistnok ældste kirke, på Nikolaj Plads i indre by.	1864	1864	13	Paa Langebrovar tidligst anlagt et stykke nordligere end den nuværende Langebro; den lå i linje med byens vold i sydvest, i forlængelse af den nuværende Langebrogade på Christianshavn, og førte over Kalvebodsstrømmen til Christians Brygge.Langebro	343	1	v13:343 (1864)	medium	located+place-type	
Nicolai Taarn	Nicolai Taarn	Sankt Nicolai Kirke på Nicolai Plads er første gang nævnt 1261, men er formentlig betydelig ældre. Tårnet opførtes 1582-1591.Ved branden 1795 blev kirken ødelagt og lå hen som ruin; tårnet blev siden indrettet til brug for brandvæsenet, der ejede det 1808-1882. Fra 1820 anvendtes det til brandvagt og signalstation. Den nuværende kirkebygning er opført 1914-1917. Tårnet blev istandsat og fik nyt spir 1908-1910. Om helgenen Sankt Nicolai: se note til s. 87. ¶ tårnet på Nikolaj Kirke, en middelalderkirke, der kendes fra 1261. Kirken nedbrændte sammen med store dele af København i 1795, men tårnet overlevede. Efter branden besluttede Frederik 6., at sognet skulle nedlægges, hvilket skete i 1805. 1915-1917 blev kirken genopbygget med det gamle tårn som en naturlig del. Kirken har dog efter genopførelsen ikke været brugt som kirke, men til en række andre formål, fx hovedbibliotek.	1829	1829 1832	10 16	Kjærlighed paa Nicolai TaarnSankt Nicolai Kirke på Nicolai Plads er første gang nævnt 1261, men er formentlig betydelig ældre. Tårnet opførtes 1582-1591.Ved branden 1795 blev kirken ødelagt og lå hen som ruin; tårnet blev siden indrettet til brug for brandvæsenet, der ejede det 1808-1882. Fra 1820 anvendtes det til brandvagt og signalstation. Den nuværende kirkebygning er opført 1914-1917. Tårnet blev istandsat og fik nyt spir 1908-1910. Om helgenen Sankt Nicolai: se note til s. 87.Nicolai Taarn eller Hvad siger Parterretstå- og siddepladser på teatrets gulv; blev benyttet af bl.a. borgere og studenter og var billigere end logerne, hvor det fine publikum sad. Ofte gav tilskuerne i parterret deres bifald eller mishag stærkt til kende.Parterret	71	2	v10:71 (1829); v16:143 (1832)	high	located+place-type+head-noun	
Nicolaigade	Nicolaigade	oprindelig kun den del af Nikolaj Plads, der ligger øst for Nikolaj Kirke (op mod Vingårdsstræde), og som efter branden indtil 1845 anvendtes som kødtorv.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	76	1	v17:76 (1855)	medium	located+place-type	
Nicolaitaarn	Nicolaitaarn	tårnet på Nicolai Kirke {E4}. ¶ Sankt Nicolai Kirke på Nicolai Plads er formentlig Københavns ældste. Tårnet opførtes 1591. Ved branden 1795 blev kirken ødelagt og lå hen som ruin; tårnet blev siden indrettet til brug for brandvæsenet, der ejede det 1808-1882. Fra 1820 anvendtes det til brandvagt og signalstation. ¶ tårnet på Sankt Nikolaj Kirke overlevede branden i 1795, hvor kirken og spiret blev ødelagt; i 1814-1817 blev alt undtagen tårnet revet ned.	1844	1844 1846 1855	9 16 17	Berlingske politiske og Avertissements-Tidende	429	3	v9:429 (1844); v16:220 (1846); v17:76 (1855)	high	head-noun+located+place-type	
Nicopoli	Nicopoli	Nikopolis el. Nikopol; se kort.	1842	1842	14	En Digters Bazar	514	1	v14:514 (1842)	high	se-kort	
Ninive	Ninive(s)	hovedstaden i oldtidens Assyrien (Mesopotamien), dengang under udgravning af britiske arkæologer.	1860	1860	15	Berlingske politiske Avertissements-Tidende	176	1	v15:176 (1860)	high	head-noun+place-type	
Njupeskärs Vandfald	Njupeskärs Vandfald	Sveriges højeste vandfald på Fulufjällets nordlige skråning.	1851	1851	15	I Sverrig	117	1	v15:117 (1851)	medium	located+place-type	
Nonnebakke	Nonnebakke | Nonnebakken	bakke syd for Odense Å, tæt på Skt. Knuds Kirke, hvor der i middelalderen lå et nonnekloster. ¶ bakke syd for Odense Å, tæt ved Skt. Knuds Kirke; oprindelig lå her en ringborg eller trelleborg (Burgh), der i middelalderen tilhørte Skt. Knuds Kloster og deraf fik navnet Nundeborrig, dvs. nonneborg. ¶ Nonnebakke, bakke syd for Odense å, tæt ved Skt. Knuds Kirke; oprindelig lå her en ringborg eller trelleborg (Burgh), der i middelalderen tilhørte Skt. Knuds Kloster og deraf fik navnet Nundeborrig, dvs. nonneborg; jf. Levnedsbog s. 29.	1822	1822 1829 1836	4 9 14	Ungdoms-Forsøg	49	3	v9:49 (1822); v14:54 (1829); v4:596 (1836)	high	head-noun+located+place-type+in-register	
Nonnebakken	Nonnebakken	bakke syd for Odense Å. ¶ bakke syd for Odense å, tæt på Skt. Knuds Kirke, hvor der i middelalderen lå et nonnekloster; Nonnebakken var de endnu synlige rester af et borganlæg fra vikingetiden af Trelleborg-typen. ¶ bakke syd for Odense Å tæt ved Skt. Knuds Kirke. ¶ bakke syd for Odense Å, tæt ved Skt. Knuds Kirke; oprindelig lå her en ringborg eller trelleborg (Burgh), der i middelalderen tilhørte Skt. Knuds Kloster og deraf fik navnet Nundeborrig, dvs. nonneborg. ¶ bakke syd for Odense Å, tæt ved Sankt Knuds Kirke. Oprindelig lå her en ringborg eller trelleborg (Burgh), der i middelalderen tilhørte Sankt Knuds Kloster og deraf fik navnet Nundeborrig, dvs. nonneborg.	1822	1822 1832 1837 1858	2 5 8 9 16	Ungdoms-Forsøg	53	6	v9:53 (1822); v16:61 (1832); v16:104 (1832); v5:145 (1837); v2:240 (1858); v8:442 ()	high	in-register+head-noun+located+place-type	place-000005
Nordhavet	Nordhavet	Norskehavet.	1851	1851	15	I Sverrig	13	1	v15:13 (1851)	high	head-noun+place-type	
Notre-Dame	Notre-Dame	Paris’ hovedkirke, opført 1163-ca. 1345 på Île de la Cité.	1868	1868	3	Dryaden	205	1	v3:205 (1868)	medium	located+place-type	
Novaja Zemlja	Novaia Sembla	Novaja Zemlja, (russisk) det nye land; øgruppe i Det Nordlige Ishav (siden 1877 hørende under Rusland).	1829	1829	9	Fodreise fra Holmens Canal til Østpynten af Amager i Aarene 1828 og 1829	209	1	v9:209 (1829)	high	head-noun+located+place-type	
Novella	Novella	en by ved dette navn har ikke kunnet lokaliseres i området.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	154	1	v17:154 (1855)	high	head-noun+place-type	
Nubien	Nubien	region i den mellemste Nildal mellem Khartoum (i Sudan) og Aswan (i Egypten).	1842	1842	14	En Digters Bazar	417	1	v14:417 (1842)	high	head-noun+place-type	
Nyboder	Nyboder | Nyboder(s Madamer)	bydel i København, påbegyndt af Christian 4. som boliger for søværnets faste mandskab og karakteristisk ved sine gårdhaver med hyldetræer. ¶ bydel i København, påbegyndt af Christian 4. (1577-1649; konge fra 1596) som boliger for søværnets faste mandskab. ¶ bydel i København, påbegyndt 1631 under kong Christian 4. som boliger for flådens faste mandskab; på H.C. Andersens tid et fattigt kvarter.	1838	1838 1845 1855	1 9 17	Tre Digtninger	317	3	v9:317 (1838); v1:333 (1845); v17:48 (1855)	high	head-noun+located+place-type	
Nysø	Nysø | Nysøe	hovedgård og gods fra 1670 ved Præstø. På H.C. Andersens tid ejet af baron Henrik Stampe (1794-1876). ¶ hovedgård og gods fra 1670 ved Præstø, som på H.C. Andersens tid var ejet af baron Hendrik Stampe; billedhuggeren Thorvaldsen boede efter sin hjemkomst fra Italien 1838 indtil sin død 1844 ofte på Nysø, hvor han fik indrettet et atelier. ¶ Nysø; hovedgård og gods fra 1670 ved Præstø, som på H.C. Andersens tid var ejet af baron Hendrik Stampe; billedhuggeren Thorvaldsen boede efter sin hjemkomst fra Italien 1838 indtil sin død 1844 ofte på Nysø, hvor han fik indrettet et atelier. ¶ hovedgård og gods fra 1670 ved Præstø, som på H.C. Andersens tid var ejet af baron Hendrik Stampe. ¶ hovedgård og gods fra 1670 ved Præstø; på denne tid ejet af baron Hendrik Stampe (1794-1876) og baronesse Christine Stampe; efter sin hjemkomst fra Rom i 1838 var Thorvaldsen en hyppig gæst på Nysø, hvor også H.C. Andersen ofte kom. ¶ hovedgård og gods fra 1670 ved Præstø; på H.C. Andersens tid ejet af baron Hendrik Stampe (1794-1876) og hans hustru Christine Stampe, født Dalgas (1797-1868); i sine sidste leveår boede Bertel Thorvaldsen ofte på Nysø, hvor man lod bygge et atelier til Thorvaldsen, som indviedes 24. juli 1839. ¶ Nysø, hovedgård og gods fra 1670 ved Præstø, ejet af baron Hendrik Stampe og baronesse Christine Stampe.	1839	1839 1844 1855 1863	3 7 8 9 17	Inpromtu til Thorvaldsen, da han paa Nysø havde fuldendt i Leer Holbergs Buste	562	8	v7:562 (1839); v9:414 (1844); v9:431 (1844); v17:206 (1855); v17:233 (1855); v3:373 (1863); v8:28 (); v8:32 ()	high	in-register+head-noun+located+place-type	geo-2615912
Nysøe	Nysøe	hovedgård 1 km sydvest for Præstø, hvor Thorvaldsen havde et lille atelier.	1846	1846	16	Mit eget Eventyr uden Digtning	263	1	v16:263 (1846)	high	head-noun+located+place-type+split-ellipsis	
Næsbyhoved	Næsbyhoved	Næsbyhoved vandmølle nedlagt 1863; søen er siden (1863) tørlagt.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	61	1	v14:61 (1829)	high	head-noun+place-type+split-ellipsis	
Nöddebo	Nöddebo	i Grib Skov i Nordsjælland.			8	(untitled)	121	1	v8:121 ()	medium	located+place-type	
Nørresnede	Nørresnede	byen Nørre Snede i Østjylland, hvor danske dragoner natten mellem 8. og 9. juni 1849 fangede et kommando kurhessiske husarer (64 mand); af Erik Pontoppidans Den Danske Atlas, bind IV, 1768, s. 476, fremgår det, at den hos Saxo omtalte sagnkonge Snio og hans dronning er begravet ved Nørre Snede.	1857	1857	6	»At være eller ikke være«	198	1	v6:198 (1857)	high	head-noun+place-type	
Nürnberg	Nürnberg	se kort. ¶ H.C. Andersen opholdt sig her 13.-15. november 1840. ¶ H.C. Andersen tog 15. juli fra Einsiedeln til Zürich og nåede via bl.a. Müchen og Augsburg til Nürnberg den 23. juli.	1842	1842 1869	14 18	En Digters Bazar	237	3	v14:237 (1842); v14:238 (1842); v18:241 (1869)	high	in-register+se-kort	geo-2861650
O-Palanka	O-Palanka	østrig-ungarsk grænsepost lidt nordvest for Bazias; se kort.	1842	1842	14	En Digters Bazar	542	1	v14:542 (1842)	high	se-kort	
Obelisk	Obelisk	ægyptisk obelisk, ført til byen fra Luxor o. 390 e.Kr. af Theodosius den store, nu anbragt på pladsen foran Amedmoskeen (også kaldet Den Blå Moske).	1842	1842	14	En Digters Bazar	464	1	v14:464 (1842)	medium	located+place-type	
Oberammergau	Oberammergau	landsby i Voralpen i Bayern sydvest for München (se kort), hvor der siden 1634 med enkelte undtagelser hvert tiende år har været opført spil over Jesu lidelseshistorie fra maj til september. Hver af de ca. 100 opførelser varer fra morgen til aften og varetages af lokale amatører. ¶ by i Voralpen i Bayern sydvest for München, hvor der siden 1634 med enkelte undtagelser hvert tiende år har været opført spil over Jesu lidelseshistorie fra maj til september. Hver af de ca. 100 opførelser varer fra morgen til aften og varetages af lokale amatører. ¶ landsby i Voralpen i Bayern sydvest for München, hvor der siden 1634 med enkelte undtagelser hvert tiende år har været opført spil over Jesu lidelseshistorie fra maj til september. Hver af de ca. 100 opførelser varer fra morgen til aften og varetages af lokale amatører; udflugten til Oberammergau varede 30. juni-3. juli.	1860	1860 1861 1869	15 18	Illustreret Tidende	200	3	v15:200 (1860); v15:209 (1861); v18:228 (1869)	high	se-kort+head-noun+located+place-type	
Odense Domkirke	Sanct Knuds Taarn	Odense Domkirke, Skt. Knuds Kirke, er opført i anden halvdel af 1200-tallet; kirketårnet stammer fra 1500-tallet.	1822	1822	9	Ungdoms-Forsøg	54	1	v9:54 (1822)	high	head-noun+place-type	
Odense Slot	Slottet	Odense Slot, opført 1720-1725 på stedet, hvor johanitterklostret lå.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	59	1	v14:59 (1829)	high	head-noun+place-type	
Odense-Munkemølle	Odense-Munkemølle	vandmøllen Munkemølle ved Odense Å, tæt på Munkemøllestræde; jf. nedenfor.			8	(untitled)	448	1	v8:448 ()	medium	located+place-type	
Oehlenschläger	Oehlenschläger	fra Oehlenschlägers digt »Til Havet« i kapitel 29 af Øen i Sydhavet, 1824.	1831	1831	7	Phantasier og Skizzer	252	1	v7:252 (1831)	medium	located+place-type+split-ellipsis	
Oker	Ocker(-Floden)	Oker; 105 km lang biflod til Aller.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	93	1	v14:93 (1831)	medium	located+place-type	geo-2857520
Olazagoitia	Olazagoitia	Olazagutía el. Olazti, se kort.	1863	1863	15	I Spanien	408	1	v15:408 (1863)	high	se-kort	
